name,id,wikidataId,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,digitalSource,originalSourcePublisher,originalSourcePubPlace,originalSourceYear,originalSourceNumberOfPages,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numPersonGroups,numConnectedComponents,numEdges,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
"busoni-turandot","ger000145","Q2843864","Busoni","0","Turandot","Eine chinesische Fabel nach Gozzi in zwei Akten","","http://www.textgridrep.org/textgrid:ktrm.0","","","","","1917","16","true","0.9259615384615384","0.6333333333333333","1.3916666666666666","kalaf","9.5","3","1917","1920","14","16","6","9","1","","1","76","","4","7","2","4505","4220","710","176","352"
"castelli-jeitteles-der-schicksalsstrumpf","ger000523","Q104904334","Castelli","1","Der Schicksalsstrumpf","Tragödie in zwei Akten","Comedy","https://books.google.com/books?id=X8HI-fCDRkIC&printsec=frontcover","","","","","1818","6","false","0.8388888888888889","0.7333333333333333","1.2666666666666666","kunigunde|roderich_i","3.6666666666666665","2","","1818","5","6","1","4","1","","1","11","","27","0","2","13852","12938","1504","14","2224"
"chezy-der-neue-narziss","ger000584","Q112170260","Chézy","0","Der neue Narziß","Lustspiel in einem Aufzug","Comedy","https://de.wikisource.org/wiki/Der_neue_Narziß","","","","","1823","11","false","1","1","1","several characters","10","1","1823","1824","10","11","4","4","3","","1","55","","7","0","0","4776","4494","442","0","562"
"chezy-euryanthe","ger000433","Q707737","Chézy","0","Euryanthe","Romantische Oper in drei Aufzügen","","http://www.textgridrep.org/textgrid:kw8v.0","","","","","1823","12","true","0.841005291005291","0.6818181818181818","1.3181818181818181","lysiart|adolar|chor","7.5","2","1823","","10","12","4","6","2","","1","45","","25","17","3","8939","7778","2683","0","1046"
"chlumberg-die-fuehrer","ger000560","Q111371024","Chlumberg","0","Die Führer","Ein Schauspiel in vier Akten und einem Vorspiel","","http://www.textgridrep.org/textgrid:kw97.0","","","","","1919","31","false","0.7221843884557358","0.22795698924731184","2.1763440860215053","bergmann","6.838709677419355","4","","1919","17","31","3","28","0","","1","106","","34","0","4","23692","23053","3552","1019","0"
"chlumberg-wunder-um-verdun","ger000562","Q111442342","Chlumberg","0","Wunder um Verdun","Dreizehn Bilder","","http://www.textgridrep.org/textgrid:kw94.0","","","","","1930","115","false","0.9354811330980315","0.20549199084668193","2.2183066361556065","verron","23.42608695652174","4","1930","1931","61","115","13","85","17","","1","1347","","13","0","0","26150","23904","4529","1158","9"
"collin-balboa","ger000608","Q116922930","Collin","0","Balboa","Ein Trauerspiel in fünf Aufzügen","Tragedy","https://www.gutenberg.org/ebooks/49248","Unger","Berlin","1806","131","1805","15","false","0.7004665704665705","0.37142857142857144","1.7904761904761906","pedrarias","5.2","3","1805","1806","11","15","2","10","3","","1","39","","33","0","5","17683","17328","942","0","2453"
"collin-coriolan","ger000474","Q67012293","Collin","0","Coriolan","Ein Trauerspiel in fünf Aufzügen","Tragedy","http://www.deutschestextarchiv.de/collin_coriolan_1804","","","","","1802","16","false","0.7598304473304474","0.425","1.575","coriolan","6.375","2","1802","1804","15","16","2","14","0","","1","51","","33","0","5","20006","19579","691","0","2838"
"cornelius-der-barbier-von-bagdad","ger000318","Q463710","Cornelius","0","Der Barbier von Bagdad","Komische Oper in zwei Aufzügen","","http://www.textgridrep.org/textgrid:m08h.0","","","","","1858","18","true","0.8390319556986223","0.48366013071895425","1.5163398692810457","kadi","8.222222222222221","2","1858","","15","18","3","12","3","","1","74","","20","10","2","7362","7001","1955","0","978"
"costenoble-die-katze-laesst-das-mausen-nicht","ger000591","Q113128710","Costenoble","0","Die Katze läßt das Mausen nicht","Lustspiel in einem Aufzuge. Fortsetzung des Bauerngutes","Comedy","https://books.google.com/books?id=lx515clPwbUC&pg=PA71","","","","","1811","5","false","0.9","0.9","1.1","knallerpaller|frau_timian|schnapps","3.6","2","","1811","4","5","1","4","0","","1","9","","20","0","0","6487","6347","525","288","33"
"cronegk-codrus","ger000501","Q96406217","Cronegk","0","Codrus","Ein Trauerspiel in fünf Aufzügen","Tragedy","https://books.google.com/books?id=MaRKAAAAcAAJ&pg=RA1-PP1","","","","","1758","10","false","0.8176190476190477","0.6","1.4222222222222223","elisinde|codrus","5.4","3","1760","1758","8","10","2","8","0","","1","27","1754","38","1","5","16736","16367","731","0","1874"
"cronegk-der-misstrauische","ger000068","Q52893354","Cronegk","0","Der Mißtrauische","Ein Lustspiel in fünf Aufzügen","Comedy","http://www.textgridrep.org/textgrid:m0br.0","","","","","1760","7","false","1","1","1","several characters","6","1","1766","1760","6","7","2","5","0","","1","21","","35","0","5","25767","25499","883","749","0"
"dauthendey-die-spielereien-einer-kaiserin","ger000598","Q108612576","Dauthendey","0","Die Spielereien einer Kaiserin","Drama in vier Akten, einem Vorspiel und einem Epilog","","https://www.projekt-gutenberg.org/dauthend/spielere/spielere.html","Langen","München","1910","","1910","15","false","0.876980056980057","0.47619047619047616","1.5238095238095237","katharina|menschikoff","6.666666666666667","2","1911","1910","14","15","3","12","0","","1","50","","6","0","4","36024","33599","6389","0","3291"
"dehmel-die-menschenfreunde","ger000236","Q52893522","Dehmel","0","Die Menschenfreunde","Drama in drei Akten","","http://www.textgridrep.org/textgrid:m9xz.0","","","","","1917","8","false","0.9107142857142856","0.8928571428571429","1.1071428571428572","several characters","6.25","2","1917","1917","7","8","1","7","0","","1","25","","3","0","3","15364","15199","1964","489","0"
"dehmel-michel-michael","ger000299","Q52893568","Dehmel","0","Michel Michael","Komödie in fünf Akten","Comedy","http://www.textgridrep.org/textgrid:mbmn.0","","","","","1911","35","false","0.8678830254712607","0.7126050420168067","1.2873949579831934","eulenspiegel","24.228571428571428","2","1911","1911","34","35","5","25","5","","1","424","1909/1910","6","0","5","18719","18099","4333","0","2017"
"delpons-der-ahnherr","ger000489","Q89888632","d'Elpons","0","Der Ahnherr","Schwank in Einem Aufzuge","Comedy","https://de.wikisource.org/wiki/Der_Ahnherr","","","","","1819","4","false","1","1","1","several characters","3","1","","1819","3","4","0","4","0","","1","6","","10","0","0","3163","3024","237","177","0"
"dery-die-selige-insel","ger000614","Q117829722","Déry","0","Die selige Insel","Dramatisches Idyll","","https://books.google.com/books?id=XVIuAAAAYAAJ&printsec=frontcover","Schuster & Loeffler","Berlin","1897","89","1897","2","false","0","1","1","airy|jost","1","1","","1897","1","2","1","1","0","","1","1","","1","0","1","5178","5025","212","0","1193"
"devrient-die-gunst-des-augenblicks","ger000273","Q52893644","Devrient","0","Die Gunst des Augenblicks","Lustspiel in drei Akten","Comedy","http://www.textgridrep.org/textgrid:mgfp.0","","","","","1836","8","false","0.7714285714285715","0.6785714285714286","1.3214285714285714","landrath","4.75","2","1836","1836","7","8","2","6","0","","1","19","","41","0","3","18282","17702","2058","956","24"
"devrient-hans-heiling","ger000055","Q845843","Devrient","0","Hans Heiling","Romantische Oper in drei Aufzügen und einem Vorspiel","","http://www.textgridrep.org/textgrid:mgfk.0","","","","","1833","17","true","0.8557716793010911","0.5588235294117647","1.4558823529411764","stephan","8.941176470588236","3","1833","","15","17","5","8","4","","1","76","","29","9","3","14069","12682","4269","156","1220"
"dohm-die-ritter-vom-goldenen-kalb","ger000567","Q111765604","Dohm","0","Die Ritter vom Goldenen Kalb","Lustspiel in 1 Akt","Comedy","https://www.projekt-gutenberg.org/dohm/goldkalb/goldkalb.html","","","","","1879","6","false","0.8333333333333334","0.6666666666666666","1.3333333333333333","herbert|hildegard","3.3333333333333335","2","1879","1879","5","6","2","4","0","","1","10","","14","0","0","9210","8830","1022","362","0"
"dohm-ein-schuss-ins-schwarze","ger000568","Q111794941","Dohm","0","Ein Schuß in's Schwarze","Lustspiel in einem Akt","Comedy","https://www.projekt-gutenberg.org/dohm/schuss/index.html","","","","","1878","6","false","0.6666666666666666","0.6666666666666666","1.4","several characters","3.3333333333333335","3","1879","1878","4","6","3","3","0","","1","10","","18","0","0","8551","8283","1210","375","5"
"dohm-vom-stamm-der-asra","ger000609","Q116821478","Dohm","0","Vom Stamm der Asra","Lustspiel in einem Act","Comedy","https://books.google.de/books?id=MBwus9H2a9EC&printsec=frontcover","Krause","Berlin","1875","54","1874","5","false","1","1","1","several characters","4","1","1874","1875","4","5","2","3","0","","1","10","","19","0","0","10115","9831","1008","498","0"
"dovsky-mona-lisa","ger000352","Q1943928","Dovsky","0","Mona Lisa","Oper in zwei Akten","","http://www.textgridrep.org/textgrid:mhq8.0","","","","","1915","20","true","0.9742690058479532","0.9421052631578948","1.0578947368421052","several characters","17.9","2","1915","","19","20","6","10","4","","1","179","","2","4","2","6161","6034","0","0","1044"
"droste-huelshoff-perdu","ger000077","Q52893824","Droste-Hülshoff","0","Perdu! oder Dichter, Verleger und Blaustrümpfe","Lustspiel in einem Akte","Comedy","http://www.textgridrep.org/textgrid:mjbp.0","","","","","1840","10","false","0.7857142857142858","0.6444444444444445","1.4","seybold","5.8","3","1939","1886","8","10","5","5","0","","1","29","1840","14","0","0","15199","14937","2670","772","10"
"ebner-eschenbach-doctor-ritter","ger000611","Q116983809","Ebner-Eschenbach","0","Doctor Ritter","Dramatisches Gedicht in 1 Aufzuge","","https://books.google.com/books?id=Ii6-ttFFbbAC&printsec=frontcover","Reitmann","Wien","1869","28","1869","7","false","0.9238095238095239","0.9047619047619048","1.0952380952380953","several characters","5.428571428571429","2","1869","1869","6","7","2","4","1","","1","19","","6","0","1","4306","4154","247","24","542"
"eckartshausen-der-pudelhund","ger000524","Q105075429","Eckartshausen","0","Der Pudelhund","Ein Lustspiel in einem Aufzuge","Comedy","https://books.google.com/books?id=qF5IAAAAcAAJ&printsec=frontcover","","","","","1800","8","false","0.7761904761904762","0.6071428571428571","1.3928571428571428","adolph","4.25","2","","1800","7","8","2","6","0","","1","17","","17","0","0","8525","8317","235","242","7"
"eichendorff-das-incognito","ger000335","Q52893965","Eichendorff","0","Das Incognito oder Die mehreren Könige oder Alt und Neu","Ein Puppenspiel","","http://www.textgridrep.org/textgrid:msdg.0","","","","","1843","57","false","0.9334537003689793","0.32205513784461154","1.8803258145363408","koenig","18.035087719298247","3","","1901","41","57","3","49","5","","1","514","1840/1843","7","0","0","6119","5970","794","0","783"
"eichendorff-der-letzte-held-von-marienburg","ger000255","Q51386975","Eichendorff","0","Der letzte Held von Marienburg","Trauerspiel","Tragedy","http://www.textgridrep.org/textgrid:mr3k.0","","","","","1830","55","false","0.8261051701693763","0.26262626262626265","1.8545454545454545","heinrich_von_plauen","14.181818181818182","3","1831","1830","41","55","6","49","0","","1","390","","18","0","5","24596","24026","2330","73","2863"
"eichendorff-die-freier","ger000118","Q52894138","Eichendorff","0","Die Freier","Lustspiel in drei Aufzügen","Comedy","http://www.textgridrep.org/textgrid:msqv.0","","","","","1833","11","false","0.8383838383838385","0.7636363636363637","1.2545454545454546","several characters","7.636363636363637","3","1849","1833","9","11","3","8","0","","1","42","","10","0","3","15820","15525","1630","479","493"
"engel-eid-und-pflicht","ger000262","Q52894275","Engel","0","Eid und Pflicht","Ein bürgerliches Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:mv7f.0","","","","","1776","11","false","0.8042568542568543","0.509090909090909","1.509090909090909","madame_welldorf|luise","5.090909090909091","3","1798","1803","9","11","3","8","0","","1","28","1776","37","0","5","17834","17540","1872","652","0"
"engelke-wala","ger000603","Q116215333","Engelke","0","Wala","","","https://www.projekt-gutenberg.org/engelke/wala/wala.html","Büchergilde Gutenberg","Frankfurt am Main","1961","13","1914","6","false","0.9","0.8666666666666667","1.1333333333333333","setel|wala|brond","4.333333333333333","2","","","5","6","1","5","0","","1","13","1914","2","0","0","3150","2600","724","74","115"
"ernst-die-groesste-suende","ger000572","Q19183376","Ernst","0","Die größte Sünde","Drama in 5 Akten","","https://de.wikisource.org/wiki/Die_größte_Sünde","","","","","1895","16","false","0.6819940476190477","0.325","1.8666666666666667","wolfgang","4.875","4","1895","1895","12","16","5","10","1","","1","39","","35","0","5","23957","22883","3575","969","0"
"ertler-anna-iwanowna","ger000420","Q52894427","Ertler","0","Anna Iwanowna","Ein Schauspiel in drei Akten und einem Vorspiel als Oper vertont von Konrad Steckl","","http://www.textgridrep.org/textgrid:mvqs.0","","","","","1920","23","false","0.9263484798953907","0.8260869565217391","1.173913043478261","several characters","18.17391304347826","2","1920","1920","22","23","2","20","1","","1","209","1918/1919","4","0","3","24745","22937","6523","1113","23"
"ertler-belian-und-marpalye","ger000367","Q52894532","Ertler","0","Belian und Marpalye","Ein Traumspiel","","http://www.textgridrep.org/textgrid:mvqp.0","","","","","1924","25","false","0.8413949710420299","0.3933333333333333","1.65","der_fremde","9.44","3","1924","1924","21","25","4","20","1","","1","118","1922/1923","26","0","9","15615","12684","3953","525","0"
"ertler-das-spiel-von-doktor-faust","ger000052","Q52894676","Ertler","0","Das Spiel von Doktor Faust","Ein deutsches Stück im Volkston in einem Vorspiel und drei Akten","","http://www.textgridrep.org/textgrid:mvqk.0","","","","","1923","22","false","0.6632690541781451","0.19913419913419914","1.9210526315789473","hanswurst","4.181818181818182","3","1923","1923","12","22","3","16","3","","3","46","1922","51","0","3","15320","13892","1318","0","2026"
"essig-der-frauenmut","ger000276","Q52894780","Essig","0","Der Frauenmut","Lustspiel in fünf Aufzügen","Comedy","http://www.textgridrep.org/textgrid:mvr3.0","","","","","1912","34","false","0.9197996359024954","0.5935828877005348","1.4064171122994653","roland|femina_frau_kuenkeluen","19.58823529411765","2","1914","1912","33","34","21","13","0","","1","333","1910/1911","5","0","5","28632","28148","4436","1726","24"
"essig-ueberteufel","ger000046","Q52894875","Essig","0","Überteufel","Tragödie in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:mvrf.0","","","","","1912","20","false","0.9216471995496764","0.8421052631578947","1.1578947368421053","several characters","16","2","1923","1912","19","20","8","9","3","","1","160","1906","5","0","5","26973","26105","4178","1596","79"
"fock-cili-cohrs","ger000203","Q51498134","Fock","0","Cili Cohrs","Irnsthaftig Spill","","http://www.textgridrep.org/textgrid:n0xc.0","","","","","1914","5","false","0.4333333333333334","0.5","1.5","cili","2","2","","1914","4","5","1","4","0","","1","5","","10","0","0","5687","5555","372","243","6"
